ResponseID,Cond,Stim->,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,Stim->,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,Race,Age,Gender
R_7WmhD9zvHGjx1K5,Trust,1,3,4,3,4,3,3,4,3,3,3,3,3,3,2,4,3,4,3,4,4,2,3,3,3,4,3,3,3,4,3,4,3,3,5,3,4,3,2,3,3,3,4,3,2,3,2,3,4,2,3,2,3,3,3,3,4,3,4,3,3,4,5,3,4,3,4,3,3,4,3,4,4,1,3,3,2,3,3,3,3,3,3,3,3,2,3,2,2,3,4,4,3,3,2,2,3,2,3,2,3,2,4,2,2,2,1,2,3,3,2,3,2,4,3,4,3,5,3,3,4,3,3,3,2,3,3,3,2,3,2,3,2,3,3,3,2,3,2,2,2,2,3,2,3,3,White,22,Male
R_08mEPrI0zEjqnbL,Trust,1,3,5,4,5,4,5,3,3,5,4,5,5,5,3,5,3,5,3,5,3,4,5,5,5,5,2,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,3,5,4,5,4,5,5,4,5,3,3,4,4,4,5,4,5,4,4,4,4,5,5,5,5,4,1,4,3,4,5,5,5,4,5,3,5,5,4,5,3,5,3,5,3,5,4,3,4,5,4,3,5,3,5,5,5,3,5,5,5,5,5,5,3,5,3,4,3,5,5,4,5,5,4,5,5,5,4,5,4,3,5,3,3,3,5,5,5,3,4,5,4,5,5,3,5,3,5,White,34,Male
R_7V48yGTgQKY5mBL,Trust,1,4,6,3,4,5,5,4,4,5,4,5,4,6,5,6,5,2,5,3,5,4,5,4,5,4,4,5,5,5,3,4,4,5,6,3,4,4,3,6,5,3,6,2,3,4,5,5,4,5,3,3,4,3,3,4,5,5,4,3,4,6,4,3,5,4,3,4,3,4,5,6,2,1,4,4,4,4,6,5,4,4,3,4,4,5,4,4,5,5,3,4,4,6,3,5,4,6,4,4,4,5,4,3,4,4,4,6,4,5,4,3,6,6,5,5,4,3,2,4,5,4,5,3,4,3,4,3,3,3,4,4,4,3,6,5,3,5,4,4,4,4,4,4,5,3,white,28,male
R_7UkjjtitHoVSb8p,Trust,1,1,3,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,2,3,2,3,2,3,3,2,2,1,2,1,3,2,3,4,1,2,1,1,4,5,4,3,1,2,3,3,1,3,1,1,2,2,1,2,2,2,2,4,1,3,3,2,2,3,2,1,1,2,2,2,1,2,1,2,2,1,2,2,3,2,3,2,2,2,1,3,2,3,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,3,2,3,3,2,4,3,2,1,2,3,3,3,2,3,1,2,2,1,2,3,3,3,3,4,1,1,3,1,1,1,1,1,2,4,2,White,35,F
R_43mFvJZbPg6eFHn,Trust,1,4,5,4,5,3,5,4,4,4,4,4,4,5,5,6,5,3,4,3,4,5,5,5,5,4,4,6,4,4,3,5,4,5,5,5,4,4,4,4,5,4,4,3,5,5,5,5,5,4,4,5,3,5,4,5,5,5,4,4,4,6,5,3,5,5,4,4,4,4,3,4,4,1,4,4,3,4,4,5,4,4,4,5,5,4,5,5,5,4,3,4,4,5,5,4,4,5,5,5,4,5,4,3,4,4,5,5,4,4,4,4,4,5,4,4,3,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,4,4,4,4,3,4,4,4,4,4,white,57,female
R_4UE5SNIQqxYXKOV,Trust,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,5,4,6,6,6,7,4,4,6,5,6,5,5,5,5,5,5,4,5,6,6,6,5,3,7,7,5,4,4,5,5,5,5,5,6,4,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,7,7,6,6,6,6,6,6,6,6,6,5,5,4,6,5,5,6,6,6,5,6,6,6,6,6,5,4,5,5,5,5,5,6,White,41,Male
R_9zrWtqNnUgzOTXf,Trust,1,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4,4,5,white,42,femal
R_5sBuaqd74dq3xTn,Trust,1,3,4,4,2,5,4,3,3,3,2,3,2,5,3,3,4,3,3,4,6,4,5,4,4,5,3,6,6,2,4,4,5,5,6,3,4,5,4,3,4,3,3,4,4,5,5,4,4,3,3,2,3,2,3,2,5,6,4,3,2,5,2,5,5,3,2,4,2,5,3,2,2,1,3,3,3,5,5,3,2,4,3,4,3,4,4,3,4,5,3,3,4,4,4,4,5,2,4,5,4,4,3,4,3,6,3,5,4,3,6,2,3,5,3,4,3,2,2,5,4,4,2,3,4,2,4,3,4,2,3,3,3,3,2,3,2,3,4,2,2,4,3,2,2,3,white,43,male
R_9HWGM121AQlufnD,Trust,1,5,4,6,4,5,5,4,4,4,6,5,5,5,4,4,4,5,5,5,2,2,2,5,4,2,2,3,5,4,4,5,5,3,3,2,3,4,4,4,4,5,4,4,5,4,4,6,4,2,5,5,6,4,4,5,4,5,3,4,2,2,5,3,3,3,2,3,4,2,5,4,2,1,6,2,5,4,6,3,5,3,6,2,6,4,4,6,3,5,2,3,4,6,2,3,5,4,3,7,4,4,6,6,4,4,4,5,5,5,2,6,2,6,2,6,2,2,2,2,4,2,4,2,4,2,4,2,4,6,3,4,5,4,4,5,4,3,5,6,4,5,5,6,5,5,Caucasian,33,male
R_1Fl6nk979KDQgy9,Trust,1,4,4,3,4,5,4,4,4,4,3,4,3,3,4,3,3,4,3,5,4,4,3,4,4,4,3,3,4,4,3,4,4,4,3,3,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,3,3,3,4,4,3,3,3,4,3,3,4,3,3,4,4,3,4,3,3,4,4,1,3,3,3,3,3,3,3,3,4,3,4,4,2,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,4,3,4,3,4,4,4,4,3,4,3,4,3,3,3,4,3,3,4,4,3,3,4,3,4,3,3,4,4,3,3,3,4,4,3,3,5,3,4,4,4,4,4,White,26,Male
R_7NzutBmRq80w3hH,Trust,1,3,4,2,3,4,3,3,3,3,4,2,3,4,3,4,3,2,3,2,4,4,4,3,4,4,4,2,3,3,2,4,3,3,4,3,3,3,3,4,4,3,4,3,4,4,4,4,4,3,5,4,2,4,3,3,3,3,4,3,3,5,3,3,3,4,3,3,3,3,4,4,3,1,2,3,2,2,3,4,3,3,4,3,2,2,3,2,3,2,2,2,4,4,4,3,4,4,3,4,3,4,4,4,3,3,2,4,4,3,3,2,3,4,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,4,4,4,3,4,5,4,3,4,3,4,3,3,4,3,4,3,White,31,Male
R_a5g2JKKUxbWtSER,Trust,1,1,2,3,1,2,5,2,2,1,1,2,4,3,3,7,4,4,1,4,5,1,4,4,4,4,4,3,3,5,2,2,2,4,4,6,3,1,1,6,5,4,4,1,1,4,4,5,5,3,3,1,2,4,1,2,2,2,4,2,2,4,5,2,2,1,1,2,3,2,3,3,3,1,3,3,3,4,5,5,2,3,2,1,2,3,2,2,4,3,4,3,4,4,1,3,2,5,3,3,2,2,5,3,2,2,4,4,4,2,4,3,5,4,3,2,2,3,2,4,2,1,3,1,2,4,5,5,4,3,4,3,1,3,3,5,4,3,2,3,3,2,2,3,2,3,Caucasian,24,Male
R_bszXamOWil8qsGF,Trust,1,3,4,5,4,4,4,5,4,4,5,4,4,4,4,4,3,3,3,5,5,4,5,4,5,5,5,5,5,4,3,4,4,4,4,5,4,5,4,6,3,5,5,4,6,5,4,6,4,5,4,4,3,5,3,4,5,4,5,3,6,5,5,3,6,4,6,5,4,3,5,6,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,5,4,4,4,3,4,4,4,4,3,4,4,5,4,5,5,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,3,5,3,4,3,5,6,5,4,5,3,5,5,5,3,4,4,4,white,29,male
R_5mqLaB31tY7qXv7,Trust,1,2,3,1,2,2,3,2,2,3,3,2,3,3,2,4,4,1,2,2,4,2,3,4,4,4,4,3,3,2,2,4,3,4,4,2,2,2,3,6,6,4,4,2,5,4,3,5,3,5,3,3,2,4,3,3,5,5,5,2,4,3,3,3,4,3,2,2,2,3,2,3,2,1,2,3,2,2,2,3,3,4,3,3,3,3,4,2,2,3,2,2,2,3,2,2,4,4,4,4,4,5,2,2,3,3,2,3,3,3,3,2,4,4,3,3,2,3,3,4,5,4,3,2,5,2,4,3,4,4,4,4,2,5,5,4,3,3,3,2,3,2,2,3,5,3,caucasian,43,male
R_6u7LJirudKzhWWV,Trust,1,1,4,2,3,2,4,4,4,5,5,4,3,4,5,6,5,2,3,4,3,4,4,5,5,6,6,6,4,4,3,5,5,4,4,6,3,3,4,5,6,7,7,3,4,6,5,6,5,5,4,5,5,6,5,5,7,4,4,4,6,6,6,4,5,4,3,3,4,4,2,5,5,1,4,3,2,4,4,6,5,5,6,5,3,2,4,4,4,5,3,6,5,4,4,3,3,5,4,5,4,4,4,4,3,5,4,3,5,3,6,6,4,6,5,6,4,4,6,5,6,4,4,3,6,5,6,6,6,6,6,4,3,5,6,6,5,6,3,4,3,4,3,4,6,6,white,22,male
R_2i5gXqwZJ5W8YbX,Trust,1,3,2,5,3,4,2,4,3,3,3,2,4,4,3,2,2,3,5,5,6,4,4,5,5,5,5,5,5,5,6,5,3,5,5,5,6,3,2,4,5,5,5,2,3,5,4,5,4,4,3,4,3,4,4,4,4,5,5,5,5,5,5,5,4,4,5,4,5,5,4,6,5,1,4,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,4,3,4,4,3,3,3,4,4,5,4,3,5,3,4,4,3,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,4,4,3,3,5,4,4,4,3,5,5,4,4,White,27,Male
R_eqRB1SlesfuyWXP,Trust,1,1,5,4,3,2,4,3,2,3,5,3,3,5,3,5,4,3,6,3,5,5,3,5,6,6,4,4,5,4,4,5,4,6,4,4,3,3,4,4,5,5,2,3,4,4,4,4,4,3,2,5,2,4,4,3,6,3,4,5,6,6,5,5,6,2,4,3,5,4,4,3,3,1,3,3,5,3,4,6,4,5,3,5,6,4,3,4,4,3,3,5,4,4,3,4,3,5,5,4,4,4,3,5,3,4,4,3,3,2,4,3,5,5,6,4,5,4,3,3,3,4,3,2,3,3,4,3,3,3,3,3,3,3,5,3,2,4,3,2,3,4,4,3,2,3,White,25,Male
R_e5NNiatI9VinqTj,Trust,1,1,5,1,4,2,5,4,3,3,6,2,2,4,3,5,4,2,4,1,5,1,4,3,3,5,6,4,2,3,1,3,2,5,5,3,3,3,1,3,4,3,2,2,2,2,1,2,1,2,1,2,1,6,2,1,2,2,2,1,3,5,2,1,3,1,1,1,1,1,1,2,2,1,2,2,2,2,3,4,4,3,3,3,3,4,5,6,5,4,3,4,3,3,2,4,2,3,5,6,3,4,2,4,2,3,5,4,3,4,3,2,3,5,3,4,3,2,1,2,2,2,3,2,2,1,2,2,1,5,3,2,4,2,3,3,2,3,2,2,1,4,4,3,1,2,caucasian,37,female
R_d45fAcuDt86qhUN,Trust,1,2,5,2,6,2,4,4,4,5,4,6,4,6,3,4,6,5,6,4,5,4,5,5,4,4,4,5,4,4,2,5,3,5,6,6,5,6,4,4,3,5,3,1,5,5,5,5,3,3,5,6,2,4,2,3,6,4,3,2,2,5,5,2,4,3,3,1,3,2,3,5,4,1,5,4,4,4,5,4,5,3,4,3,2,6,6,5,3,4,5,6,4,4,5,4,4,5,5,5,6,6,4,4,6,5,4,3,4,7,4,2,4,4,3,6,4,2,3,4,2,3,2,2,4,3,2,2,5,3,6,5,4,4,5,6,3,5,3,2,5,3,3,3,5,5,Caucasian,29,Male
R_cZ7CGO5sSZJaz1H,Trust,1,3,5,3,6,3,6,3,3,4,3,3,4,4,5,3,6,1,5,2,4,2,3,2,4,3,5,3,3,5,2,3,3,3,5,4,4,2,1,5,6,2,5,1,4,4,4,6,4,3,3,2,3,1,2,3,4,5,2,2,3,6,4,4,4,3,2,1,1,1,2,2,3,1,4,3,1,6,6,6,2,3,3,4,3,2,4,3,3,4,1,2,5,4,4,3,4,6,4,5,3,3,6,3,3,5,4,6,4,5,4,3,3,5,2,4,2,3,5,4,3,3,4,2,2,3,4,3,3,4,6,5,1,3,6,5,5,4,3,3,2,2,3,3,6,4,white,40,Female
R_6yQzINspPodzQY5,Trust,1,3,4,3,3,3,4,3,3,4,3,2,4,4,3,4,4,3,3,4,5,3,6,3,4,3,4,5,5,3,2,4,5,5,6,3,4,3,3,5,4,3,5,3,3,3,3,3,3,3,4,3,4,3,4,3,5,4,6,4,5,4,5,4,3,4,3,4,2,5,4,3,3,1,6,2,2,3,3,4,2,3,4,3,4,4,4,3,3,3,3,4,3,4,3,4,3,5,3,4,3,5,4,3,3,5,4,5,4,4,5,2,4,5,4,6,3,3,3,3,4,4,3,3,3,3,3,4,3,3,5,3,2,5,4,3,3,5,3,5,3,3,4,3,4,3,caucasian,54,female
R_eEdGS6ILSavZukZ,Trust,1,2,5,2,2,4,4,3,6,3,2,4,3,4,2,4,4,5,6,4,5,4,4,3,3,4,4,5,6,6,1,5,4,4,6,1,4,3,2,5,4,5,6,1,3,2,3,2,5,6,2,2,3,2,3,4,3,6,3,5,2,6,6,6,7,3,2,3,5,3,6,1,2,1,5,6,3,4,6,7,5,4,4,3,2,3,4,7,7,4,6,4,6,5,2,5,6,3,4,5,5,5,7,2,6,4,6,4,4,3,4,2,6,6,6,5,4,5,3,3,5,6,6,2,1,2,3,2,4,4,5,6,7,3,6,5,3,5,5,4,4,6,3,6,3,3,White / Pacific Islander,23,female
R_8cx8w0pQQVcQuk5,Trust,1,4,5,4,4,4,5,5,5,4,5,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,4,6,5,5,5,4,6,4,6,4,4,5,4,5,5,6,4,4,3,4,5,5,4,4,5,5,4,4,4,3,5,4,1,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,4,5,5,5,4,4,5,4,4,5,4,5,4,5,5,5,4,4,5,4,5,5,5,4,5,4,5,5,4,4,5,5,5,5,4,5,5,5,6,4,5,5,4,5,4,4,5,5,caucasian,33,male
R_el1XNfMLG5rF5yZ,Trust,1,3,4,2,4,3,4,5,4,3,4,4,4,4,3,5,5,4,3,4,3,4,4,4,4,4,4,4,5,2,4,2,3,2,5,3,3,3,4,4,5,3,5,2,4,4,3,4,4,3,3,3,4,3,3,3,3,5,2,1,4,5,3,2,4,2,3,2,3,2,2,5,3,1,3,3,3,3,3,3,4,4,3,4,3,4,4,4,5,5,2,3,4,4,4,4,4,3,4,4,5,4,4,5,3,4,4,4,3,4,4,4,4,5,3,4,4,2,4,3,3,3,4,2,3,3,2,3,3,2,4,3,3,3,4,3,3,4,3,3,2,2,3,2,3,2,White,26,Female
R_b3gVO1AC1Sg7GXr,Trust,1,2,7,6,3,6,5,4,4,6,2,4,2,7,5,4,6,6,3,3,3,3,6,3,4,4,5,3,5,3,5,5,6,5,6,5,6,4,5,2,6,3,4,3,2,4,5,5,6,5,6,5,4,4,5,6,5,5,5,6,3,4,2,5,4,2,4,4,5,6,4,3,6,1,5,3,4,6,4,5,3,4,5,6,3,4,4,6,2,3,5,4,6,5,5,5,4,6,7,3,5,6,5,6,4,3,4,5,6,6,3,4,5,3,2,5,4,4,6,7,5,5,4,4,2,5,4,5,3,4,5,4,6,5,5,5,4,5,5,4,3,4,6,2,6,5,Black,32,male
R_8HsoLK86T90vXfv,Trust,1,2,3,3,4,4,4,6,5,3,5,2,3,5,6,5,4,3,4,6,5,4,5,3,6,3,5,4,5,5,4,3,5,5,3,5,4,3,5,4,5,6,3,4,5,2,6,5,5,3,2,4,3,4,3,5,6,5,6,4,3,5,3,6,4,4,5,3,3,3,4,4,5,1,5,4,3,5,5,4,5,2,3,4,5,6,4,4,5,6,3,3,3,3,3,3,4,3,5,5,4,2,3,3,3,3,3,4,4,2,5,4,3,3,5,5,6,3,3,3,3,3,3,4,3,4,4,3,3,5,5,2,4,3,5,4,4,3,2,3,5,6,2,4,4,3,black,24,male
R_40fWw0PEr2DDmlL,Trust,1,3,3,3,3,2,4,2,4,2,3,2,3,4,4,5,4,3,3,2,3,4,4,4,4,2,3,3,3,2,2,3,3,2,4,3,3,3,3,4,4,3,4,2,3,4,3,4,3,2,4,1,2,4,2,3,3,4,4,3,4,3,3,3,3,4,3,4,3,3,3,3,2,1,3,3,3,3,3,3,2,2,2,1,2,2,2,2,2,3,2,2,1,3,2,3,4,3,3,3,2,2,3,2,2,3,3,3,3,3,2,2,3,2,2,3,2,2,2,2,2,2,3,3,1,2,3,2,3,3,3,3,3,4,4,3,2,4,2,2,3,2,3,4,3,3,caucasian,45,male
R_bK7zwlBu4o58iJn,Trust,1,4,4,3,4,4,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,4,4,3,4,3,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,1,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,4,3,3,3,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,4,4,3,3,3,4,3,3,3,4,4,3,4,3,3,Asian,25,Male
R_3K3sgtTdBVMs95X,Trust,1,1,2,1,2,3,3,2,1,2,3,2,2,2,2,2,1,2,2,2,2,2,3,2,3,2,2,3,2,2,1,3,2,2,4,2,3,3,1,4,3,1,5,2,4,2,4,3,3,4,2,2,1,2,2,3,4,3,3,3,2,4,4,2,3,3,2,2,2,3,3,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,white,36,male
R_abENuvELRg8SJBr,Trust,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,3,4,4,4,3,4,3,4,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,1,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,white,26,female
R_cNjyT4IjfOL0WTH,Trust,1,3,3,2,2,2,3,2,3,3,2,2,2,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,4,2,2,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,2,3,4,3,3,3,4,4,3,4,2,2,2,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,Caucasian,26,Male
R_bp7FPBvSGSp7RuB,Trust,1,2,6,3,3,6,5,4,7,7,6,3,3,7,7,7,4,5,6,4,6,4,7,7,6,5,6,5,5,4,3,7,7,6,7,4,5,7,3,4,5,4,2,2,5,5,4,3,3,3,6,5,3,6,6,3,7,6,2,3,4,7,4,2,3,6,3,3,5,3,6,3,7,1,4,4,2,4,5,5,3,5,6,5,5,4,3,6,5,5,4,3,5,6,2,5,4,6,2,4,6,6,5,3,6,5,5,6,3,5,6,3,6,5,4,6,5,4,4,6,6,3,4,2,4,2,2,2,2,3,4,2,2,4,4,4,6,6,5,3,5,5,3,5,4,3,White,52,Female
R_0AO84BI4bbFsJPT,Trust,1,5,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,5,6,6,4,5,4,6,6,5,6,6,6,5,6,6,6,5,6,6,4,6,6,5,6,5,5,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,5,6,6,6,6,6,6,5,4,5,6,6,6,5,6,caucasian ,34,male
R_0wyS6a5F5uxn8IR,Trust,1,4,5,5,4,6,6,6,6,5,6,4,5,5,4,4,6,4,6,3,5,4,5,4,6,5,4,5,6,4,4,5,6,5,5,4,5,4,5,6,6,6,6,4,5,5,5,6,6,5,5,5,5,5,4,4,5,6,5,4,6,7,6,4,6,6,4,4,6,4,6,5,5,1,5,5,4,4,4,4,4,4,5,5,3,3,3,3,3,3,3,5,4,6,3,4,5,6,5,5,6,6,5,4,5,6,4,6,6,5,5,5,5,5,5,6,6,6,6,6,6,5,5,4,5,5,5,4,4,6,6,6,6,5,5,6,4,6,6,5,5,4,6,6,6,5,White/Caucasian,25,Male
R_5t1DtvLYLmM5GbH,Trust,1,1,5,1,5,3,5,2,4,3,3,2,5,5,6,6,4,2,6,5,3,3,5,2,5,3,5,5,3,5,2,5,5,2,2,5,2,4,3,5,5,5,3,1,3,5,3,4,3,5,3,5,4,5,4,2,5,4,5,2,2,5,5,3,4,3,2,3,2,4,2,4,2,1,2,4,2,2,2,5,2,4,2,3,2,2,5,4,5,5,1,2,6,4,4,2,3,5,4,2,4,5,5,3,6,3,3,5,3,4,3,2,3,2,2,5,3,4,5,3,3,5,5,2,4,2,5,3,4,2,5,5,2,2,4,5,4,5,2,2,4,2,3,1,5,2,white,57,female
R_8pRJuI597vbwVCJ,Trust,1,2,2,2,2,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,5,2,5,2,2,2,2,2,2,2,2,White,25,male
R_0Ajxc9auxjMAxJH,Trust,1,3,2,2,4,2,2,2,2,2,5,2,3,2,3,5,5,2,3,1,5,3,4,1,6,4,5,2,3,4,1,4,4,3,4,3,3,5,2,2,3,6,2,2,2,2,3,2,2,1,2,2,2,2,5,4,1,3,4,1,1,2,5,2,4,2,1,5,3,2,4,1,1,1,2,2,1,4,3,5,2,3,3,2,2,4,4,4,5,4,2,4,4,5,2,4,1,3,5,3,5,3,3,2,2,2,2,2,3,4,3,3,2,3,4,3,4,2,2,2,2,3,1,1,2,3,2,2,1,2,4,3,2,2,3,2,5,2,2,4,2,2,3,2,2,2,white,22,male
R_8FTYQkHisVLOJGR,Trust,1,3,4,2,3,4,5,3,4,3,4,4,3,5,4,4,4,3,3,2,4,3,5,5,5,4,6,4,3,2,3,4,5,3,4,5,4,4,3,4,5,5,5,2,3,3,3,4,4,3,3,2,3,2,4,2,5,4,4,3,4,5,4,5,5,4,2,3,3,3,6,3,4,1,3,4,3,4,3,5,3,3,4,3,3,3,4,4,5,3,4,5,3,3,3,3,5,3,4,4,4,5,3,3,4,3,3,3,4,4,4,3,5,4,6,5,3,3,2,4,6,5,5,3,3,4,3,4,2,3,3,4,3,4,4,4,3,5,4,4,3,4,4,6,3,3,White,51,female
R_4MI94yeAjZGffEx,Trust,1,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,4,2,3,1,2,2,2,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,hispanic,21,male
