ResponseID,Cond,Stim->,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,Stim->,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,Race,Age,Gender
R_42rASrsFQlbIiEJ,Trust,1,2,3,2,2,4,3,3,2,5,3,2,3,3,5,5,4,2,1,4,3,2,5,4,4,4,4,3,4,2,3,4,4,4,5,2,3,2,3,6,6,5,3,1,5,5,5,5,4,4,3,6,2,4,2,4,5,5,2,5,4,4,2,3,3,3,2,3,4,3,4,5,2,1,4,3,2,2,5,5,4,3,2,3,3,3,3,3,4,2,3,3,4,4,2,2,4,3,5,3,4,3,5,3,2,4,2,6,4,2,5,2,6,4,3,4,2,4,4,4,5,3,4,2,6,4,2,2,4,3,2,2,5,4,4,2,2,3,2,2,2,4,2,2,6,2,White,24,Male
R_6YgWFmfkBdp3Smh,Trust,1,1,2,1,1,3,5,2,4,1,3,1,2,4,3,4,2,1,3,2,3,1,3,3,4,7,3,2,1,1,1,1,2,1,3,4,1,4,3,3,4,3,4,1,3,3,4,3,4,3,2,2,1,4,1,3,4,2,4,1,4,4,3,2,4,1,1,1,1,1,1,3,1,1,1,1,1,2,2,3,2,2,1,2,1,2,2,2,2,2,2,1,2,4,1,3,2,4,2,1,1,2,2,1,4,4,1,4,2,1,3,2,2,2,2,2,2,1,2,4,3,1,2,3,2,1,1,2,1,3,4,3,2,2,4,4,2,3,1,4,1,1,4,4,3,1,Asian,52,Female
R_1NSMsSX8Kciap0x,Trust,1,1,3,2,3,4,5,1,1,3,2,5,2,4,3,6,3,3,3,2,2,1,2,2,4,3,1,2,2,2,1,3,2,2,4,1,2,1,2,5,6,3,5,2,6,5,3,5,1,3,2,2,5,1,2,4,7,5,3,2,3,7,3,1,5,3,2,2,2,1,4,3,2,1,2,1,2,2,2,3,1,4,2,2,2,2,2,4,3,2,2,2,1,5,2,5,3,7,2,4,3,4,2,2,3,6,3,4,1,4,2,1,1,4,1,2,1,4,4,4,2,1,3,2,1,1,1,1,6,4,6,4,2,5,7,6,3,5,2,3,5,3,3,4,4,3,Blake,25,Male
R_5jZ8nKc4eGJMM4d,Trust,1,2,5,5,5,3,2,3,3,3,2,2,2,4,3,5,3,2,2,2,3,3,2,2,3,2,2,3,2,2,2,2,3,5,3,4,2,1,2,3,6,2,2,2,5,1,2,3,2,1,1,2,1,2,1,4,5,4,3,5,4,5,6,4,3,5,3,2,4,3,4,3,2,1,2,3,2,4,3,5,5,3,4,3,4,5,2,2,5,2,2,2,5,3,3,2,2,3,3,2,6,4,2,2,6,4,2,5,2,2,4,3,5,4,5,2,4,3,5,2,3,3,4,3,4,4,2,4,2,2,5,4,3,2,3,5,6,1,6,2,5,5,3,5,1,4,Caucasian,24,Female
R_9tpBgvLYIcBANZr,Dom,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,3,4,2,2,3,3,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,1,1,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2,3,3,2,2,2,4,2,2,2,2,white,37,male
R_2nsUhT5XQqChjsF,Dom,1,4,2,5,2,2,2,2,3,3,3,2,2,3,1,2,2,2,3,2,2,2,3,3,1,1,2,2,1,2,4,2,2,2,1,1,4,1,1,4,5,2,4,3,2,1,1,1,2,1,2,2,1,2,5,1,2,1,2,2,2,2,2,3,2,1,2,1,1,2,2,3,1,1,2,2,3,3,2,2,3,2,2,3,3,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,4,2,3,2,2,2,2,1,1,2,2,1,1,3,1,1,1,2,1,1,1,3,1,1,1,2,3,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,caucasian,28,female
R_bBi9mbsZkrWMTtP,Dom,1,5,5,3,2,2,5,5,4,5,4,5,4,4,5,3,5,4,2,6,5,4,5,3,4,4,5,6,3,3,5,4,5,4,3,3,4,3,5,3,2,3,5,2,5,4,5,3,3,4,3,5,2,4,3,3,6,3,2,2,3,5,4,2,5,3,4,2,3,3,3,4,3,1,3,4,3,3,3,4,4,3,3,4,3,3,2,3,3,4,3,2,5,2,2,5,5,6,5,2,5,4,3,5,4,3,5,3,4,3,3,3,3,3,4,4,3,4,3,3,3,2,4,3,5,3,4,4,2,5,2,2,2,2,4,3,2,5,2,2,3,3,3,3,3,3,White,23,Male
R_9S4IOpycLnLYkxn,Dom,1,5,4,4,3,4,4,5,3,4,3,4,5,3,4,4,5,4,3,3,2,2,2,4,3,4,5,3,3,2,5,2,3,5,4,3,5,4,5,5,5,5,5,5,5,4,4,5,4,4,4,5,4,3,5,4,4,4,4,5,3,5,5,4,3,3,4,3,4,5,2,5,4,1,3,3,3,4,3,5,4,3,3,4,4,3,3,3,3,4,4,3,4,4,4,4,4,3,5,4,4,3,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,5,5,4,3,3,4,4,4,4,4,4,4,5,4,5,4,3,5,4,3,4,3,4,4,3,4,4,4,4,White,29,Male
R_1Yun3c4Q0BNonu5,Dom,1,4,4,4,3,3,3,4,3,3,3,4,3,3,4,3,4,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,2,4,2,4,3,4,4,3,3,4,3,3,3,3,4,3,3,3,3,4,3,2,3,3,3,3,4,3,3,3,3,3,3,3,4,2,3,3,1,4,3,4,4,3,3,3,3,4,3,4,3,3,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,3,4,4,4,4,4,3,4,3,3,4,3,3,3,2,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,white,26,male
R_0wiSPsckPlED9s1,Dom,1,3,5,6,4,3,4,5,3,5,5,4,3,5,4,5,3,4,3,6,5,3,4,6,2,6,4,4,4,4,6,5,2,5,4,3,6,3,6,4,4,5,4,3,3,4,3,4,3,5,4,3,5,3,5,2,3,3,3,4,3,4,5,2,3,3,2,4,3,4,3,3,2,1,4,5,6,4,3,3,5,4,5,5,4,4,3,4,4,3,4,3,5,3,4,4,3,3,4,4,3,4,4,6,3,4,3,4,4,4,5,5,3,4,3,4,3,2,3,3,4,3,3,4,5,4,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4,3,3,4,3,3,Caucaisan,21,Male
R_01Eu2leKnwsoupf,Dom,1,4,5,4,4,5,4,4,4,4,5,5,4,4,5,4,4,5,5,4,4,4,5,4,4,4,5,5,3,4,4,4,4,4,5,4,4,5,5,4,5,6,5,6,6,5,6,5,6,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,6,4,4,5,5,4,3,6,5,1,4,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,4,4,5,5,5,4,5,6,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,4,4,5,5,5,5,5,4,4,5,asian,32,male
R_02LO0NmmixisNsF,Dom,1,5,5,7,1,5,6,6,7,3,6,6,2,3,5,2,6,4,5,7,6,4,3,5,4,6,5,6,4,1,6,5,2,4,4,1,4,3,6,3,2,2,7,2,2,4,2,5,3,6,2,4,7,1,6,5,3,4,3,4,2,3,3,4,4,2,7,4,3,2,1,5,5,1,6,5,6,5,3,4,7,4,6,7,7,5,4,4,5,5,4,4,6,5,5,5,4,5,5,7,7,3,5,7,3,6,6,5,3,6,2,5,2,2,1,2,1,3,5,3,3,3,3,2,4,5,4,5,5,2,4,3,4,3,4,3,3,2,1,4,3,2,4,3,5,5,Caucasian,31,female
R_0GshUokUo5Mnemx,Dom,1,5,4,3,1,1,4,4,3,3,4,1,2,4,3,4,4,1,2,4,5,3,3,2,1,4,5,4,3,3,5,5,3,3,2,3,4,1,2,4,3,2,4,1,2,2,3,3,1,4,1,3,2,2,4,4,2,3,1,1,1,5,2,1,4,2,2,1,1,1,1,2,2,1,5,3,2,1,1,1,1,2,2,2,2,2,2,2,4,3,2,2,5,4,3,2,2,3,5,5,4,3,4,5,3,3,2,3,2,4,1,1,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,3,2,2,2,2,3,1,2,1,1,2,2,white,42,male
R_7WduiUprnUKeWbj,Dom,1,6,4,5,4,4,3,3,4,4,4,5,5,4,3,4,4,5,3,4,3,2,3,2,2,2,4,3,2,2,5,3,3,2,2,4,3,2,4,2,4,4,3,3,3,3,3,2,2,3,4,3,4,4,4,4,2,1,2,3,3,2,2,3,2,2,3,2,2,3,2,3,3,1,2,2,2,2,2,2,2,3,2,4,4,4,2,2,2,3,3,3,3,2,2,4,2,2,2,4,2,2,2,4,4,3,2,2,3,3,2,3,2,3,3,2,3,3,3,3,3,4,2,3,4,4,3,4,3,3,2,2,2,2,3,2,4,2,3,3,2,4,2,2,2,4,white,54,female
R_3V2fFqvluzYsFWB,Dom,1,7,7,5,4,4,5,3,4,5,5,5,5,6,6,6,6,4,4,5,5,3,2,3,6,6,6,5,3,3,5,4,3,5,3,3,5,1,5,4,3,4,5,3,3,4,3,3,3,3,2,6,2,5,5,4,4,3,3,2,2,3,3,3,4,5,3,2,3,4,2,3,3,1,6,4,4,4,3,3,3,3,3,5,5,5,4,5,5,5,3,3,7,5,4,7,4,4,5,6,6,5,6,6,5,6,5,6,5,5,1,4,3,2,2,2,2,2,2,2,3,2,3,2,5,3,3,4,4,4,3,2,2,3,4,3,1,2,4,3,2,2,2,2,3,4,white,26,female
R_0oBpHTIZwjVQ7hb,Dom,1,5,4,5,1,2,3,4,2,4,3,4,4,2,3,3,5,4,2,4,4,1,3,2,2,4,3,3,3,2,6,5,3,2,5,2,5,1,4,3,3,1,2,1,3,3,2,3,3,3,2,3,1,2,3,3,1,2,2,1,1,3,2,2,4,3,2,2,1,3,2,4,2,1,4,3,5,3,3,2,4,2,4,3,4,3,3,2,2,3,3,2,4,3,2,3,3,3,4,3,4,3,4,5,4,3,3,2,3,3,1,3,3,2,2,2,2,2,3,4,3,2,3,2,4,2,2,4,3,3,2,1,2,1,4,1,2,2,2,2,1,2,1,2,2,2,White,25,Male
R_0NxmUmianCRZdIh,Dom,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,3,4,3,2,2,3,3,2,2,2,3,4,4,3,3,2,3,2,2,2,2,3,2,2,3,2,3,2,2,2,2,2,2,3,2,4,2,3,2,3,3,2,3,2,2,1,3,3,3,3,2,2,3,3,2,3,2,2,2,2,3,2,2,3,3,2,3,3,3,3,3,2,3,3,2,4,2,2,2,3,4,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,2,3,2,3,2,2,3,3,2,3,3,Black,39,Male
R_9phsVw2MTsVVC2V,Dom,1,6,5,5,4,4,5,4,4,5,4,5,6,4,5,5,4,5,5,5,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,5,5,3,5,4,4,3,4,4,5,5,5,4,4,5,4,4,6,4,6,5,3,3,4,4,4,4,3,4,4,4,4,3,4,4,3,4,5,1,5,4,6,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,4,5,3,3,4,5,4,5,4,4,5,5,3,5,4,4,3,4,4,5,4,4,3,3,4,4,4,5,4,5,4,5,4,4,4,4,5,4,3,5,5,4,5,3,4,3,4,5,white,34,male
R_2giUSnXbhT6GigZ,Dom,1,7,5,6,3,4,5,5,6,5,5,5,4,6,3,5,6,4,4,6,5,4,4,3,5,7,6,5,6,6,7,6,6,6,5,5,5,2,5,6,3,4,3,3,3,5,4,4,3,5,5,4,5,4,6,4,4,3,2,4,2,3,2,6,5,4,6,4,3,5,1,3,2,1,7,6,7,6,5,5,6,7,6,5,6,6,6,6,6,6,4,4,7,5,4,6,6,4,6,5,6,6,6,7,6,6,4,6,4,6,2,4,6,3,6,4,4,2,2,2,2,2,6,6,6,6,4,6,5,3,3,1,5,3,5,5,4,4,6,4,2,2,4,2,5,3,white,35,Female
R_0Jpv2VqXNpjurBj,Dom,1,6,5,5,3,3,5,5,4,5,5,6,5,4,5,3,5,4,6,7,4,5,3,3,3,4,5,5,4,3,7,5,3,3,4,3,4,3,5,4,4,7,5,5,3,5,3,3,5,5,4,5,5,4,6,5,2,2,3,3,3,4,3,5,4,6,6,3,2,4,2,4,5,1,5,3,5,4,3,3,5,4,6,6,5,4,4,4,4,4,3,3,6,4,6,4,4,3,4,6,5,4,5,7,6,5,4,3,5,5,3,2,3,3,7,3,3,3,3,2,2,3,4,5,4,4,2,5,3,4,4,2,4,3,3,5,6,5,5,4,3,3,4,3,4,7,Caucasian,31,Female
R_6zh7Xv3jBqkR1SB,Dom,1,4,4,4,3,3,5,4,3,3,3,3,4,4,4,3,4,3,3,5,3,3,3,3,2,3,4,3,3,3,3,3,2,3,3,2,4,3,3,3,3,3,4,3,2,2,2,2,3,2,3,2,3,2,2,2,3,2,2,2,1,2,2,4,2,3,3,3,2,2,2,3,2,1,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,3,3,3,4,4,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,hispanic,22,male
R_0HDbCK27MAawrCl,Dom,1,7,3,3,2,5,3,4,2,4,5,1,5,2,3,1,3,3,3,7,2,3,5,2,4,4,2,3,3,2,5,2,2,2,4,4,2,1,7,5,3,1,4,7,3,5,4,5,3,5,6,6,1,7,6,5,7,3,5,2,1,2,3,5,5,5,7,6,2,7,1,7,6,1,4,5,7,5,3,7,7,5,6,6,5,4,3,4,4,6,6,1,3,2,2,6,6,3,4,6,5,6,2,5,3,5,5,5,6,5,2,6,4,3,3,4,3,5,3,4,5,2,2,3,2,2,4,4,5,5,3,4,4,1,2,3,7,5,7,7,2,2,2,2,4,6,caucasian`,20,female
R_8Bustt7lxrrAGnH,Dom,1,7,3,5,6,3,2,6,5,6,3,7,5,5,3,6,5,6,4,6,2,1,1,4,2,3,4,4,2,5,3,2,2,3,3,3,5,5,6,7,6,2,2,7,5,7,4,3,3,6,5,6,5,6,7,6,4,3,4,6,4,2,4,5,4,5,6,6,6,7,5,4,5,1,4,5,5,4,4,5,6,4,4,3,4,4,5,4,5,4,6,7,6,6,4,5,5,2,5,3,5,4,6,5,6,4,5,6,5,4,6,6,3,3,4,3,5,6,6,4,4,6,7,6,5,6,5,4,6,6,6,5,5,5,3,5,5,6,4,4,5,6,4,3,7,5,white,60,male
R_8zR6FHbW9qPWcEl,Dom,1,2,5,5,1,1,5,2,1,3,5,2,5,3,4,4,3,1,2,5,6,2,3,2,5,4,4,5,2,3,6,5,2,3,5,4,3,1,3,2,4,3,5,2,2,3,3,4,2,3,5,4,5,3,6,2,3,2,2,2,3,5,4,4,5,4,3,3,1,4,1,3,3,1,6,5,6,3,3,2,4,5,5,6,6,5,4,5,4,5,2,2,7,3,2,4,3,5,4,6,5,2,5,6,2,2,3,3,4,4,1,4,3,5,3,4,4,4,5,3,3,2,4,3,5,5,3,6,4,4,2,2,2,1,4,2,5,1,4,3,2,1,2,1,5,3,White,34,Male
R_dbxweY0mkvR66ZT,Dom,1,7,7,7,6,3,7,4,7,2,5,7,7,6,7,6,6,7,4,7,7,3,5,4,5,6,7,3,5,7,7,5,5,7,6,5,4,2,2,2,2,2,3,3,5,3,5,3,2,5,2,3,4,3,3,4,4,2,1,2,2,4,3,1,3,5,4,3,2,2,1,2,3,1,6,6,6,4,4,4,5,5,4,6,6,6,4,4,4,6,4,4,6,7,4,6,7,2,6,5,6,4,5,7,6,5,6,6,3,6,1,2,2,2,1,2,2,3,3,2,3,2,2,2,3,3,3,3,5,3,3,2,3,3,3,2,2,3,4,3,2,2,3,5,6,3,white,22,male
R_4HGSFrxIdZw0bzf,Dom,1,4,5,4,4,2,4,4,3,3,3,4,5,3,4,3,3,4,2,5,4,2,2,2,2,4,4,2,3,3,5,4,3,3,3,5,4,1,4,3,4,3,4,5,5,4,5,4,1,5,5,5,5,5,6,6,3,1,1,2,2,4,1,2,2,3,2,2,1,3,2,4,3,1,4,3,3,4,2,2,4,3,4,3,3,5,4,3,3,4,2,2,6,5,3,4,3,3,5,4,4,5,3,5,3,4,4,3,5,4,1,3,2,2,2,2,3,3,4,3,4,1,3,4,5,4,4,5,5,5,2,3,3,3,4,3,4,3,4,3,2,2,4,2,4,5,Caucasian,26,Female
R_0JapSWyVEm9Nmdf,Dom,1,5,3,7,3,4,5,4,5,6,4,3,7,2,3,2,4,6,4,6,5,5,3,4,6,2,3,3,4,3,6,3,4,4,3,2,4,1,5,5,3,4,2,7,3,4,5,3,4,6,6,5,6,7,6,7,2,3,2,5,3,3,3,3,3,7,7,7,5,5,1,6,6,1,4,4,6,5,5,6,3,5,4,7,4,2,4,3,3,6,6,6,3,4,4,4,4,3,4,4,3,3,4,7,5,4,5,3,5,4,5,7,5,4,4,5,6,6,5,4,2,6,5,6,5,7,5,5,3,3,3,4,2,4,4,2,4,4,6,4,6,5,6,2,4,4,caucasian,31,female
R_bl8XlZULTWmWxGl,Dom,1,6,5,5,4,3,5,4,4,5,5,3,6,5,5,4,6,4,4,6,2,2,2,4,3,5,4,6,5,4,6,5,4,5,3,4,3,2,2,2,4,3,3,3,4,2,3,4,3,2,2,4,4,3,5,3,3,2,2,2,2,5,2,4,2,6,2,2,1,4,1,4,5,1,5,5,6,4,3,4,3,2,5,5,4,6,4,3,4,3,4,2,5,4,5,5,6,3,5,3,4,6,4,6,5,6,4,4,5,5,2,2,3,4,1,3,1,1,2,1,1,1,3,6,5,2,2,4,4,4,2,2,2,2,3,2,2,2,3,2,2,2,1,2,2,4,White,33,Female
R_3l5TnRpkYS3n4r3,Dom,1,6,5,5,2,2,5,6,5,6,2,5,6,1,3,4,5,2,2,5,5,5,2,4,3,5,5,6,2,5,5,5,3,5,5,5,6,2,6,2,2,2,3,2,3,2,2,3,2,6,2,5,5,5,2,2,2,2,3,2,2,2,3,2,2,3,2,2,3,3,2,3,2,1,6,6,6,4,4,3,5,5,2,3,3,3,5,5,5,4,2,2,5,5,5,5,4,3,5,5,4,6,6,5,5,5,6,2,3,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,white,30,male
R_cN2E6vhF0Lt8o7j,Dom,1,5,5,6,4,4,3,5,5,5,4,5,4,4,4,4,4,4,3,5,4,5,4,4,4,3,4,3,3,4,4,3,4,3,3,5,4,2,6,4,4,4,5,5,4,4,3,4,3,4,5,4,4,4,4,4,5,3,3,2,3,3,3,3,4,4,5,3,2,3,2,4,5,1,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,3,3,3,5,5,4,5,5,5,5,5,4,4,3,4,4,3,4,4,4,3,4,3,2,4,4,5,4,4,3,2,3,3,3,5,5,white,34,male
R_0rcTkz0toTVWXNH,Dom,1,4,3,5,3,3,3,4,2,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,4,3,3,3,3,4,4,3,3,4,3,3,2,3,3,3,2,2,2,3,3,3,2,3,3,3,3,3,2,4,4,2,3,3,3,3,3,2,3,4,3,3,2,2,3,3,3,2,1,4,4,5,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,2,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,4,2,3,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,white,52,male
R_eP3Fo5ekVzAY8gl,Dom,1,4,3,3,3,3,3,4,3,3,4,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,2,2,3,3,4,1,3,3,4,3,4,4,4,3,3,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,white,64,male
R_81yhoXzgTYdCiSp,Dom,1,3,3,3,3,3,2,3,2,2,2,2,2,4,2,3,3,2,3,1,3,2,2,2,2,1,2,3,2,2,5,3,2,2,3,1,2,1,4,5,6,3,2,2,4,2,2,5,3,5,2,2,3,3,4,2,1,2,1,3,2,4,1,1,2,1,1,2,1,3,1,7,3,1,2,2,4,2,2,2,3,2,2,3,1,2,3,4,2,2,1,2,2,4,4,3,3,3,2,2,3,3,3,4,3,5,2,4,3,4,1,5,3,2,1,1,1,4,6,4,3,1,4,1,1,1,3,1,3,3,4,1,5,5,5,1,3,2,2,3,2,2,1,2,4,2,white,38,Male
R_6LSlqLTMlVpuoG9,Dom,1,6,5,6,2,3,3,3,3,3,4,3,6,5,2,4,4,5,5,5,6,4,3,2,4,4,5,2,4,3,6,4,4,3,4,5,3,1,4,4,6,3,6,3,4,4,4,5,4,3,1,5,4,5,3,4,3,4,3,4,2,3,1,5,3,3,4,3,3,5,1,6,5,1,5,5,6,4,3,4,4,3,5,5,5,5,5,5,5,5,4,5,3,4,3,3,3,4,3,4,5,6,4,3,3,5,3,5,4,4,4,3,4,4,4,4,5,3,5,4,4,4,4,5,4,5,5,5,4,3,5,3,4,3,4,3,5,4,3,4,3,2,4,4,5,5,white,38,male
R_5dKT3O6xmk6CldH,Dom,1,3,3,3,1,2,3,3,1,1,3,3,3,2,3,2,2,2,3,3,4,1,2,4,4,4,3,2,4,4,3,2,1,3,3,2,4,1,1,2,5,3,6,1,3,3,2,2,2,4,3,3,3,1,3,3,1,3,2,3,1,4,3,2,4,3,2,1,2,3,1,1,2,1,3,3,4,3,4,2,4,2,4,2,2,3,2,5,3,4,1,3,3,3,1,3,3,3,4,3,3,2,3,3,3,1,2,2,1,2,2,2,1,5,4,3,3,1,2,2,3,2,2,1,2,3,1,3,3,1,3,2,2,1,5,3,4,4,3,3,1,2,2,1,1,2,Hispanic,25,Female
R_3C7eOeUmgOFiGc5,Dom,1,3,5,5,4,5,3,5,4,7,4,6,5,2,4,3,4,4,3,4,5,3,4,7,7,5,4,3,7,5,6,4,4,3,4,3,5,2,7,2,5,4,5,5,5,3,6,5,5,5,1,5,2,4,4,3,3,3,6,6,3,5,6,4,3,6,6,6,2,7,6,5,5,1,5,7,4,6,5,3,6,5,4,4,4,5,6,5,4,3,4,5,5,4,3,5,3,4,4,3,5,5,2,4,4,6,5,3,3,4,5,5,5,6,5,4,5,6,7,4,5,5,4,7,4,7,5,3,6,5,5,5,5,4,7,5,3,4,5,6,2,5,5,5,3,5,white,29,male
R_4H2To6EMHOby7Bz,Dom,1,3,5,5,3,5,4,4,3,5,4,5,3,4,3,4,5,3,3,5,4,5,3,3,5,4,4,4,3,3,5,5,3,4,4,3,6,2,4,4,5,4,4,2,4,5,5,5,3,5,4,3,3,5,4,5,3,2,2,2,3,4,2,3,6,6,4,2,3,4,3,5,4,1,4,4,3,4,3,4,4,3,3,4,4,4,3,3,2,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,5,4,4,4,4,2,5,3,4,4,5,4,3,3,4,3,3,4,3,4,4,3,4,3,4,5,2,3,3,4,4,3,4,2,3,3,3,3,3,5,3,white,34,male
R_erlMoM6Yeo6NbAp,Dom,1,7,6,4,3,3,4,4,3,4,5,6,5,5,5,6,5,2,3,7,4,5,6,3,3,6,5,4,4,4,5,4,4,5,4,5,6,4,2,2,3,5,5,2,4,4,3,3,2,3,3,3,4,3,4,4,4,4,2,4,4,2,3,2,4,4,3,2,3,3,3,4,3,1,4,4,4,3,3,4,4,4,6,4,4,4,4,4,4,4,4,4,6,6,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,2,4,4,2,4,3,3,4,3,3,3,2,4,2,2,2,3,3,3,3,Asian,25,male
R_9vjGbSZzCnGVVqJ,Dom,1,7,4,6,3,4,5,5,3,6,3,4,4,4,3,2,3,3,3,6,5,5,4,4,3,6,6,5,4,5,7,4,5,3,6,5,5,2,6,5,5,3,4,3,2,6,6,4,3,6,5,2,6,2,6,7,4,2,2,2,4,6,3,2,5,7,2,1,1,2,3,5,2,1,5,5,7,5,3,4,5,5,5,4,5,4,3,3,5,3,2,2,5,4,5,4,5,4,5,4,4,4,4,3,5,3,3,4,5,5,1,5,3,6,4,5,4,5,4,3,5,3,6,5,5,4,2,7,3,3,4,3,2,4,6,4,3,5,6,3,2,3,2,3,5,7,Caucasian,34,female
